"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"trmD","","tRNA (guanosine(37)-N1)-methyltransferase TrmD","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"liaF","","cell wall-active antibiotics response protein LiaF","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011226301.1","","ABC transporter ATP-binding protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011226304.1","","ABC transporter ATP-binding protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002946409.1","","ABC transporter permease","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011226316.1","","RluA family pseudouridine synthase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_014608555.1","","DUF1831 domain-containing protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_024703944.1","","redox-sensing transcriptional repressor Rex","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"uvrB","","excinuclease ABC subunit B","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002953361.1","","hypothetical protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"gyrB","","DNA topoisomerase (ATP-hydrolyzing) subunit B","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_014608600.1","","3-phosphoglycerate dehydrogenase family protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002953381.1","","ABC transporter ATP-binding protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"ligA","","NAD-dependent DNA ligase LigA","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_014608608.1","","QueT transporter family protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002948862.1","","1-acyl-sn-glycerol-3-phosphate acyltransferase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_004197296.1","","cysteine ABC transporter substrate-binding protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_004197293.1","","amino acid ABC transporter ATP-binding protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011681511.1","","amino acid ABC transporter permease","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011681512.1","","D-alanine--D-alanine ligase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"copZ","","copper chaperone CopZ","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"trpD","","anthranilate phosphoribosyltransferase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_014621886.1","","aminodeoxychorismate/anthranilate synthase component II","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"trpE","","anthranilate synthase component I","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011681530.1","","HIT family protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"rsfS","","ribosome silencing factor","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002951698.1","","nicotinate-nucleotide adenylyltransferase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"yqeH","","ribosome biogenesis GTPase YqeH","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002951705.1","","YqeG family HAD IIIA-type phosphatase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"codY","","GTP-sensing pleiotropic transcriptional regulator CodY","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002951721.1","","pyridoxal phosphate-dependent aminotransferase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011226459.1","","ABC transporter ATP-binding protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011226463.1","","TIGR01212 family radical SAM protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"trxB","","thioredoxin-disulfide reductase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_014608652.1","","amino acid ABC transporter ATP-binding protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"rlmN","","23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_014608670.1","","DEAD/DEAH box helicase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"proB","","glutamate 5-kinase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011681600.1","","Cof-type HAD-IIB family hydrolase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"acpS","","holo-ACP synthase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"secA","","preprotein translocase subunit SecA","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_224107501.1","","sucrose-specific PTS transporter subunit IIBC","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"nusB","","transcription antitermination factor NusB","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"efp","","elongation factor P","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002951893.1","","deaminase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011681620.1","","Xaa-Pro peptidase family protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"uvrA","","excinuclease ABC subunit UvrA","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002951901.1","","magnesium transporter CorA family protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002951905.1","","single-stranded DNA-binding protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"polA","","DNA polymerase I","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"tsaD","","tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"glnA","","type I glutamate--ammonia ligase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011681643.1","","aromatic acid exporter family protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011681651.1","","3'-5' exoribonuclease YhaM family protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"rpe","","ribulose-phosphate 3-epimerase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"trxA","","thioredoxin","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"tgt","","tRNA guanosine(34) transglycosylase Tgt","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"argH","","argininosuccinate lyase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"gltX","","glutamate--tRNA ligase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002953536.1","","DUF3397 domain-containing protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002947059.1","","carbonic anhydrase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011681668.1","","NAD(P)H-dependent glycerol-3-phosphate dehydrogenase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"galU","","UTP--glucose-1-phosphate uridylyltransferase GalU","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011681671.1","","N-acetyldiaminopimelate deacetylase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011226610.1","","single-stranded DNA-binding protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"pepA","","glutamyl aminopeptidase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_014608740.1","","acetate kinase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011681684.1","","class I SAM-dependent methyltransferase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002946126.1","","prepilin-type N-terminal cleavage/methylation domain-containing protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"tadA","","Flp pilus assembly complex ATPase component TadA","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"ilvN","","acetolactate synthase small subunit","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011681694.1","","acetolactate synthase large subunit","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011681698.1","","Asp23/Gls24 family envelope stress response protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"thrC","","threonine synthase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011681702.1","","TIGR01440 family protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"secY","","preprotein translocase subunit SecY","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"ruvB","","Holliday junction branch migration DNA helicase RuvB","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011681720.1","","adenylosuccinate synthase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002952183.1","","replication-associated recombination protein A","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011681731.1","","IreB family regulatory phosphoprotein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"aspS","","aspartate--tRNA ligase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002946366.1","","hypothetical protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"hisS","","histidine--tRNA ligase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002952260.1","","Veg family protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"mnmG","","tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"pgsA","","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"guaB","","IMP dehydrogenase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"trpS","","tryptophan--tRNA ligase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"rlmH","","23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"thrS","","threonine--tRNA ligase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_014608618.1","","DEAD/DEAH box helicase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_014608067.1","","hypothetical protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_024704139.1","","tyrosine protein phosphatase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_024704285.1","","sensor histidine kinase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011681598.1","","LytTR family transcriptional regulator","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_014608701.1","","AzlC family ABC transporter permease","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"mfd","","transcription-repair coupling factor","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011225289.1","","NAD(P)H-dependent oxidoreductase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"truA","","tRNA pseudouridine(38-40) synthase TruA","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_041828109.1","","SUF system NifU family Fe-S cluster assembly protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002949523.1","","ECF transporter S component","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011680787.1","","DeoR/GlpR family DNA-binding transcription regulator","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"pfkB","","1-phosphofructokinase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_024704019.1","","glucosamine-6-phosphate deaminase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011680899.1","","hypothetical protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011680900.1","","hemolysin III family protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002950212.1","","FeoB-associated Cys-rich membrane protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011680950.1","","acyl-CoA/acyl-ACP dehydrogenase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"rlmD","","23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_014608147.1","","Nramp family divalent metal transporter","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002948102.1","","Pr6Pr family membrane protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"htpX","","zinc metalloprotease HtpX","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"pyk","","pyruvate kinase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011681198.1","","NADPH-dependent oxidoreductase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"tatC","","twin-arginine translocase subunit TatC","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002950730.1","","UPF0223 family protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"pyrF","","orotidine-5'-phosphate decarboxylase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"sdaAB","","L-serine ammonia-lyase, iron-sulfur-dependent subunit beta","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_014608472.1","","response regulator transcription factor","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011681345.1","","YkgJ family cysteine cluster protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011681393.1","","PTS sugar transporter subunit IIA","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_014608526.1","","ABC transporter ATP-binding protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011681474.1","","CidA/LrgA family protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_024703995.1","","ATP-binding cassette domain-containing protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_024704001.1","","asparaginase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_024704237.1","","YeeE/YedE family protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011681685.1","","hypothetical protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_014622006.1","","DUF1033 family protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011226711.1","","DUF1275 domain-containing protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002886272.1","","DUF951 domain-containing protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002948594.1","","RNA-binding S4 domain-containing protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"argS","","arginine--tRNA ligase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"rpsB","","30S ribosomal protein S2","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"cysE","","serine O-acetyltransferase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002949230.1","","CTP synthase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002949253.1","","amino acid ABC transporter ATP-binding protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"sufC","","Fe-S cluster assembly ATPase SufC","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"sufB","","Fe-S cluster assembly protein SufB","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002886558.1","","urease subunit gamma","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002886559.1","","urease subunit beta","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"ureC","","urease subunit alpha","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"ureE","","urease accessory protein UreE","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"ureG","","urease accessory protein UreG","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_011225459.1","","energy-coupling factor ABC transporter ATP-binding protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"der","","ribosome biogenesis GTPase Der","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002947460.1","","YlxQ-related RNA-binding protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"upp","","uracil phosphoribosyltransferase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002949740.1","","ABC transporter ATP-binding protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"fabK","","enoyl-[acyl-carrier-protein] reductase FabK","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002885585.1","","S-ribosylhomocysteine lyase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"gdhA","","NADP-specific glutamate dehydrogenase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_014608054.1","","homoserine dehydrogenase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"group_5185","atpD","F0F1 ATP synthase subunit beta","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"yabA","","DNA replication initiation control protein YabA","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"carB","","carbamoyl-phosphate synthase large subunit","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_002886174.1","","hypothetical protein","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"yihA","","ribosome biogenesis GTP-binding protein YihA/YsxC","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"parE","","DNA topoisomerase IV subunit B","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"rpsA","","30S ribosomal protein S1","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"dnaN","","DNA polymerase III subunit beta","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"WP_014608117.1","","amino acid ABC transporter permease","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"recR","","recombination mediator RecR","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"hpt","","hypoxanthine phosphoribosyltransferase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"smpB","","SsrA-binding protein SmpB","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"aroC","","chorismate synthase","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"recO","","DNA repair protein RecO","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"plsX","","phosphate acyltransferase PlsX","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
"argR","","arginine repressor","6","2","0","18","100.0","90.0","inf","0.00012161751292186068","1.0","0.0033106158055990808","1","1","0","1.0","1.0"
