"","repgenome","leng","LTgroup"
"216","N08147_LB_s0047770_u0047770_fna",2,"N10796_LB_s0047770_u1328863_fna,N08147_LB_s0047770_u0047770_fna,"
"217","N09834_LB_s0001584_u0083684_fna",1,"N09834_LB_s0001584_u0083684_fna"
"218","N09163_LB_s2508708_u2508708_fna",2,"N09160_LB_s2508708_u2508708_fna,N09163_LB_s2508708_u2508708_fna,"
"219","N08994_LB_s1218507_u1218507_fna",1,"N08994_LB_s1218507_u1218507_fna"
"220","N05063_LB_s0001584_u0001584_fna",3,"N05045_LB_s0001584_u0001584_fna,N05063_LB_s0001584_u0001584_fna,N05064_LB_s0001584_u0001584_fna,"
"221","N11167_LB_s2099789_u2099789_fna",1,"N11167_LB_s2099789_u2099789_fna"
"222","N05900_LB_s0001596_u0001596_fna",1,"N05900_LB_s0001596_u0001596_fna"
"223","N09761_LB_s0001584_u0029397_fna",1,"N09761_LB_s0001584_u0029397_fna"
"224","N07994_LB_s0047770_u0047770_fna",1,"N07994_LB_s0047770_u0047770_fna"
"225","N09134_LB_s2201249_u2201249_fna",1,"N09134_LB_s2201249_u2201249_fna"
"226","N08774_LB_s0237446_u0237446_fna",1,"N08774_LB_s0237446_u0237446_fna"
"227","N10937_LB_s0052242_u1423748_fna",1,"N10937_LB_s0052242_u1423748_fna"
"228","N11155_LB_s2069351_u2069351_fna",1,"N11155_LB_s2069351_u2069351_fna"
"229","N09370_LB_s0001584_u0001585_fna",2,"N09377_LB_s0001584_u0001585_fna,N09370_LB_s0001584_u0001585_fna,"
"230","N10900_LB_s0033959_u1408186_fna",1,"N10900_LB_s0033959_u1408186_fna"
"231","N11251_LB_s2751038_u2751038_fna",1,"N11251_LB_s2751038_u2751038_fna"
"232","N07971_LB_s0047770_u0047770_fna",1,"N07971_LB_s0047770_u0047770_fna"
"233","N11339_LB_s0001584_u0390333_fna",2,"N11340_LB_s0001584_u0390333_fna,N11339_LB_s0001584_u0390333_fna,"
"234","N10086_LB_s0047770_u0748671_fna",1,"N10086_LB_s0047770_u0748671_fna"
"235","N09731_LB_s0001584_u0029397_fna",1,"N09731_LB_s0001584_u0029397_fna"
"236","N11239_LB_s2751026_u2751026_fna",1,"N11239_LB_s2751026_u2751026_fna"
"237","N08993_LB_s1218507_u1218507_fna",1,"N08993_LB_s1218507_u1218507_fna"
"238","N10075_LB_s0001604_u0695560_fna",1,"N10075_LB_s0001604_u0695560_fna"
"239","N07518_LB_s0033959_u0033959_fna",1,"N07518_LB_s0033959_u0033959_fna"
"240","N09987_LB_s0227945_u0525365_fna",4,"N08771_LB_s0227945_u0227945_fna,N09987_LB_s0227945_u0525365_fna,N08770_LB_s0227945_u0227945_fna,N09988_LB_s0227945_u0525365_fna,"
"241","N08931_LB_s0508451_u0508451_fna",2,"N08929_LB_s0508451_u0508451_fna,N08931_LB_s0508451_u0508451_fna,"
"242","N09096_LB_s2012495_u2012495_fna",1,"N09096_LB_s2012495_u2012495_fna"
"243","N06465_LB_s0001604_u0001604_fna",1,"N06465_LB_s0001604_u0001604_fna"
"244","N10942_LB_s0096565_u1423754_fna",2,"N10941_LB_s0096565_u1423754_fna,N10942_LB_s0096565_u1423754_fna,"
"245","N04984_LB_s0001579_u0001579_fna",1,"N04984_LB_s0001579_u0001579_fna"
"246","N09735_LB_s0001584_u0029397_fna",1,"N09735_LB_s0001584_u0029397_fna"
"247","N05920_LB_s0001596_u0001596_fna",2,"N05923_LB_s0001596_u0001596_fna,N05920_LB_s0001596_u0001596_fna,"
"248","N10142_LB_s0147802_u0879304_fna",1,"N10142_LB_s0147802_u0879304_fna"
"249","N07993_LB_s0047770_u0047770_fna",1,"N07993_LB_s0047770_u0047770_fna"
"250","N09861_LB_s0033959_u0257314_fna",1,"N09861_LB_s0033959_u0257314_fna"
"251","N07992_LB_s0047770_u0047770_fna",1,"N07992_LB_s0047770_u0047770_fna"
"252","N07512_LB_s0033959_u0033959_fna",1,"N07512_LB_s0033959_u0033959_fna"
"253","N09733_LB_s0001584_u0029397_fna",1,"N09733_LB_s0001584_u0029397_fna"
"254","N11046_LB_s1545701_u1545701_fna",1,"N11046_LB_s1545701_u1545701_fna"
"255","N10155_LB_s0033959_u0909954_fna",1,"N10155_LB_s0033959_u0909954_fna"
"256","N06459_LB_s0001604_u0001604_fna",1,"N06459_LB_s0001604_u0001604_fna"
"257","N09747_LB_s0001584_u0029397_fna",1,"N09747_LB_s0001584_u0029397_fna"
"258","N11269_LB_s2796363_u2796363_fna",1,"N11269_LB_s2796363_u2796363_fna"
"259","N10140_LB_s0147802_u0879302_fna",1,"N10140_LB_s0147802_u0879302_fna"
"260","N08452_LB_s0147802_u0147802_fna",1,"N08452_LB_s0147802_u0147802_fna"
"261","N10076_LB_s0001604_u0695562_fna",1,"N10076_LB_s0001604_u0695562_fna"
"262","N10136_LB_s0420645_u0872326_fna",1,"N10136_LB_s0420645_u0872326_fna"
"263","N11126_LB_s1926284_u1926284_fna",1,"N11126_LB_s1926284_u1926284_fna"
"264","N07976_LB_s0047770_u0047770_fna",2,"N07888_LB_s0047770_u0047770_fna,N07976_LB_s0047770_u0047770_fna,"
"265","N07925_LB_s0047770_u0047770_fna",1,"N07925_LB_s0047770_u0047770_fna"
"266","N11216_LB_s2722743_u2722743_fna",2,"N08484_LB_s0147802_u0147802_fna,N11216_LB_s2722743_u2722743_fna,"
"267","N08006_LB_s0047770_u0047770_fna",1,"N08006_LB_s0047770_u0047770_fna"
"268","N09801_LB_s0001584_u0029397_fna",1,"N09801_LB_s0001584_u0029397_fna"
"269","N10917_LB_s0001600_u1423714_fna",3,"N10917_LB_s0001600_u1423714_fna,N10916_LB_s0001600_u1423714_fna,N06425_LB_s0001600_u0001600_fna,"
"270","N08945_LB_s0508451_u0508451_fna",1,"N08945_LB_s0508451_u0508451_fna"
"271","N11146_LB_s2042043_u2042043_fna",1,"N11146_LB_s2042043_u2042043_fna"
"272","N09737_LB_s0001584_u0029397_fna",1,"N09737_LB_s0001584_u0029397_fna"
"273","N07982_LB_s0047770_u0047770_fna",1,"N07982_LB_s0047770_u0047770_fna"
"274","N07975_LB_s0047770_u0047770_fna",1,"N07975_LB_s0047770_u0047770_fna"
"275","N07894_LB_s0047770_u0047770_fna",4,"N07900_LB_s0047770_u0047770_fna,N07902_LB_s0047770_u0047770_fna,N07901_LB_s0047770_u0047770_fna,N07894_LB_s0047770_u0047770_fna,"
"276","N06464_LB_s0001604_u0001604_fna",1,"N06464_LB_s0001604_u0001604_fna"
"277","N05044_LB_s0001584_u0001584_fna",1,"N05044_LB_s0001584_u0001584_fna"
"278","N07956_LB_s0047770_u0047770_fna",1,"N07956_LB_s0047770_u0047770_fna"
"279","N05049_LB_s0001584_u0001584_fna",1,"N05049_LB_s0001584_u0001584_fna"
"280","N09120_LB_s2107999_u2107999_fna",1,"N09120_LB_s2107999_u2107999_fna"
"281","N05112_LB_s0001587_u0001587_fna",1,"N05112_LB_s0001587_u0001587_fna"
"282","N09278_LB_s2841034_u2841034_fna",1,"N09278_LB_s2841034_u2841034_fna"
"283","N05944_LB_s0001596_u0001596_fna",1,"N05944_LB_s0001596_u0001596_fna"
"284","N05055_LB_s0001584_u0001584_fna",2,"N05054_LB_s0001584_u0001584_fna,N05055_LB_s0001584_u0001584_fna,"
"285","N09367_LB_s0001584_u0001585_fna",1,"N09367_LB_s0001584_u0001585_fna"
"286","N11154_LB_s2069350_u2069350_fna",1,"N11154_LB_s2069350_u2069350_fna"
"287","N11237_LB_s2751024_u2751024_fna",1,"N11237_LB_s2751024_u2751024_fna"
"288","N11138_LB_s2042030_u2042030_fna",1,"N11138_LB_s2042030_u2042030_fna"
"289","N11150_LB_s2069346_u2069346_fna",1,"N11150_LB_s2069346_u2069346_fna"
"290","N09033_LB_s1505723_u1505723_fna",1,"N09033_LB_s1505723_u1505723_fna"
"291","N06461_LB_s0001604_u0001604_fna",1,"N06461_LB_s0001604_u0001604_fna"
"292","N07503_LB_s0033959_u0033959_fna",2,"N07487_LB_s0033959_u0033959_fna,N07503_LB_s0033959_u0033959_fna,"
"293","N05043_LB_s0001584_u0001584_fna",2,"N05068_LB_s0001584_u0001584_fna,N05043_LB_s0001584_u0001584_fna,"
"294","N11158_LB_s2069354_u2069354_fna",1,"N11158_LB_s2069354_u2069354_fna"
"295","N07917_LB_s0047770_u0047770_fna",1,"N07917_LB_s0047770_u0047770_fna"
"296","N06428_LB_s0001600_u0001600_fna",1,"N06428_LB_s0001600_u0001600_fna"
"297","N08986_LB_s1218493_u1218493_fna",1,"N08986_LB_s1218493_u1218493_fna"
"298","N10172_LB_s0033959_u1033983_fna",1,"N10172_LB_s0033959_u1033983_fna"
"299","N07520_LB_s0033959_u0033959_fna",1,"N07520_LB_s0033959_u0033959_fna"
"300","N08459_LB_s0147802_u0147802_fna",1,"N08459_LB_s0147802_u0147802_fna"
"301","N11203_LB_s2695882_u2695882_fna",1,"N11203_LB_s2695882_u2695882_fna"
"302","N09091_LB_s2012477_u2012477_fna",1,"N09091_LB_s2012477_u2012477_fna"
"303","N08794_LB_s0303541_u0303541_fna",1,"N08794_LB_s0303541_u0303541_fna"
"304","N11243_LB_s2751030_u2751030_fna",1,"N11243_LB_s2751030_u2751030_fna"
"305","N11166_LB_s2099788_u2099788_fna",1,"N11166_LB_s2099788_u2099788_fna"
"306","N10077_LB_s0001604_u0695563_fna",1,"N10077_LB_s0001604_u0695563_fna"
"307","N05040_LB_s0001584_u0001584_fna",1,"N05040_LB_s0001584_u0001584_fna"
"308","N05037_LB_s0001584_u0001584_fna",1,"N05037_LB_s0001584_u0001584_fna"
"309","N09031_LB_s1505723_u1505723_fna",1,"N09031_LB_s1505723_u1505723_fna"
"310","N08483_LB_s0147802_u0147802_fna",2,"N10158_LB_s0147802_u0928327_fna,N08483_LB_s0147802_u0147802_fna,"
"311","N09362_LB_s0001584_u0001585_fna",1,"N09362_LB_s0001584_u0001585_fna"
"312","N08991_LB_s1218506_u1218506_fna",1,"N08991_LB_s1218506_u1218506_fna"
"313","N08505_LB_s0147802_u0147802_fna",2,"N08449_LB_s0147802_u0147802_fna,N08505_LB_s0147802_u0147802_fna,"
"314","N08987_LB_s1218494_u1218494_fna",1,"N08987_LB_s1218494_u1218494_fna"
"315","N10976_LB_s0508451_u1423809_fna",1,"N10976_LB_s0508451_u1423809_fna"
"316","N11151_LB_s2069347_u2069347_fna",1,"N11151_LB_s2069347_u2069347_fna"
"317","N07896_LB_s0047770_u0047770_fna",1,"N07896_LB_s0047770_u0047770_fna"
"318","N09754_LB_s0001584_u0029397_fna",1,"N09754_LB_s0001584_u0029397_fna"
"319","N08374_LB_s0083683_u0083683_fna",2,"N08375_LB_s0083683_u0083683_fna,N08374_LB_s0083683_u0083683_fna,"
"320","N07524_LB_s0033959_u0033959_fna",1,"N07524_LB_s0033959_u0033959_fna"
"321","N05035_LB_s0001584_u0001584_fna",1,"N05035_LB_s0001584_u0001584_fna"
"322","N09093_LB_s2012495_u2012495_fna",1,"N09093_LB_s2012495_u2012495_fna"
"323","N06427_LB_s0001600_u0001600_fna",1,"N06427_LB_s0001600_u0001600_fna"
"324","N05071_LB_s0001584_u0001584_fna",1,"N05071_LB_s0001584_u0001584_fna"
"325","N07981_LB_s0047770_u0047770_fna",1,"N07981_LB_s0047770_u0047770_fna"
"326","N08946_LB_s0508451_u0508451_fna",1,"N08946_LB_s0508451_u0508451_fna"
"327","N09802_LB_s0001584_u0029397_fna",1,"N09802_LB_s0001584_u0029397_fna"
"328","N11213_LB_s2722706_u2722706_fna",1,"N11213_LB_s2722706_u2722706_fna"
"329","N08985_LB_s1218493_u1218493_fna",1,"N08985_LB_s1218493_u1218493_fna"
"330","N05205_LB_s0001587_u0001587_fna",1,"N05205_LB_s0001587_u0001587_fna"
"331","N07914_LB_s0047770_u0047770_fna",1,"N07914_LB_s0047770_u0047770_fna"
"332","N09128_LB_s2107999_u2107999_fna",1,"N09128_LB_s2107999_u2107999_fna"
"333","N05201_LB_s0001587_u0001587_fna",1,"N05201_LB_s0001587_u0001587_fna"
"334","N07531_LB_s0033959_u0033959_fna",1,"N07531_LB_s0033959_u0033959_fna"
"335","N07523_LB_s0033959_u0033959_fna",1,"N07523_LB_s0033959_u0033959_fna"
"336","N11370_LB_s0001584_u0784613_fna",1,"N11370_LB_s0001584_u0784613_fna"
"337","N08021_LB_s0047770_u0047770_fna",1,"N08021_LB_s0047770_u0047770_fna"
"338","N08451_LB_s0147802_u0147802_fna",1,"N08451_LB_s0147802_u0147802_fna"
"339","N10179_LB_s0001584_u1050107_fna",1,"N10179_LB_s0001584_u1050107_fna"
"340","N11152_LB_s2069348_u2069348_fna",1,"N11152_LB_s2069348_u2069348_fna"
"341","N09032_LB_s1505723_u1505723_fna",1,"N09032_LB_s1505723_u1505723_fna"
"342","N07515_LB_s0033959_u0033959_fna",1,"N07515_LB_s0033959_u0033959_fna"
"343","N08148_LB_s0052242_u0052242_fna",1,"N08148_LB_s0052242_u0052242_fna"
"344","N11238_LB_s2751025_u2751025_fna",1,"N11238_LB_s2751025_u2751025_fna"
